review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,negative,0.9982808828353882,"Transaction Performance, Feature Requests"
its good and simple to use,5,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998610019683838,Other
worest app like that bank for security and network access,1,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,negative,0.9927296042442322,Account Access Issues
it's the best app i,5,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.999834418296814,Other
not bad not good,1,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,negative,0.9715348482131958,Other
its very nice,5,2025-05-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998526573181152,Other
do not work this week,3,2025-04-30,Commercial Bank of Ethiopia,Google Play Store,negative,0.9977602958679199,Other
It crashes frequently,4,2025-04-30,Commercial Bank of Ethiopia,Google Play Store,negative,0.9993256330490112,User Interface & Experience
the best,5,2025-04-28,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998332262039185,Other
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Commercial Bank of Ethiopia,Google Play Store,positive,0.838257908821106,Other
goid,5,2025-04-28,Commercial Bank of Ethiopia,Google Play Store,negative,0.7087010741233826,Other
best appearance,5,2025-04-27,Commercial Bank of Ethiopia,Google Play Store,positive,0.9996986389160156,Other
it's very good 👍 app,5,2025-04-27,Commercial Bank of Ethiopia,Google Play Store,positive,0.999859094619751,Other
I need support you,5,2025-04-27,Commercial Bank of Ethiopia,Google Play Store,negative,0.9881442785263062,Customer Support
the worst Mobile banking i have ever seen in my life,1,2025-04-26,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997807145118713,Other
super,5,2025-04-26,Commercial Bank of Ethiopia,Google Play Store,positive,0.998783528804779,Other
ጠጀጨገጀ።ጀገ,5,2025-04-26,Commercial Bank of Ethiopia,Google Play Store,negative,0.8337255716323853,Other
i like the app,5,2025-04-26,Commercial Bank of Ethiopia,Google Play Store,positive,0.9994398951530457,Other
the Best,1,2025-04-26,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998332262039185,Other
to other bank is bad,1,2025-04-25,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997149109840393,Other
tank's,5,2025-04-25,Commercial Bank of Ethiopia,Google Play Store,negative,0.9855977892875671,Other
its good but add more features such like. bank statement showing,5,2025-04-24,Commercial Bank of Ethiopia,Google Play Store,positive,0.9881665110588074,Feature Requests
it is so nice,5,2025-04-24,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998714923858643,Other
Very Good👍,5,2025-04-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.8243632316589355,Other
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Commercial Bank of Ethiopia,Google Play Store,negative,0.9995972514152527,"Account Access Issues, Transaction Performance"
"wow, amazing app",5,2025-04-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998503923416138,Other
use ful,5,2025-04-21,Commercial Bank of Ethiopia,Google Play Store,negative,0.9949980974197388,Other
Great app,5,2025-04-21,Commercial Bank of Ethiopia,Google Play Store,positive,0.999821126461029,Other
well app,5,2025-04-20,Commercial Bank of Ethiopia,Google Play Store,positive,0.9993765950202942,Other
Actually it is inactive,4,2025-04-19,Commercial Bank of Ethiopia,Google Play Store,negative,0.9996483325958252,Other
"slow, only one account is used",2,2025-04-19,Commercial Bank of Ethiopia,Google Play Store,negative,0.9997527003288269,Transaction Performance
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Commercial Bank of Ethiopia,Google Play Store,positive,0.9975135326385498,Other
i like it,5,2025-04-18,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998593330383301,Other
why removing screenshot feature why?,1,2025-04-18,Commercial Bank of Ethiopia,Google Play Store,negative,0.9981147050857544,Feature Requests
nice apps where network is good in connection,5,2025-04-18,Commercial Bank of Ethiopia,Google Play Store,positive,0.9994925260543823,Other
Thank you!!!,5,2025-04-18,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998666048049927,Other
i can't take screenshot,1,2025-04-18,Commercial Bank of Ethiopia,Google Play Store,negative,0.9897894263267517,Other
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Commercial Bank of Ethiopia,Google Play Store,negative,0.9861215949058533,"User Interface & Experience, Feature Requests"
perfectly special,5,2025-04-18,Commercial Bank of Ethiopia,Google Play Store,positive,0.999879002571106,Other
Fast and Reliable,5,2025-04-18,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998595714569092,Transaction Performance
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997448325157166,Other
great app!!!,5,2025-04-17,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998501539230347,Other
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998784065246582,Other
very nice app ever!!!,5,2025-04-16,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998270869255066,Other
the best app,5,2025-04-16,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998469352722168,Other
Biometric security for mobile banking is not available,5,2025-04-16,Commercial Bank of Ethiopia,Google Play Store,negative,0.9996340274810791,Account Access Issues
great,5,2025-04-15,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998630285263062,Other
Nice service,5,2025-04-15,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998397827148438,Other
it's special apps,5,2025-04-15,Commercial Bank of Ethiopia,Google Play Store,positive,0.9995416402816772,Other
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Commercial Bank of Ethiopia,Google Play Store,negative,0.9985652565956116,Feature Requests
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Commercial Bank of Ethiopia,Google Play Store,negative,0.9647620320320129,Other
Good 🔥,5,2025-04-14,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998576641082764,Other
very interesting app i am using every day fantastic,5,2025-04-14,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998443126678467,Other
lebaa bank,5,2025-04-14,Commercial Bank of Ethiopia,Google Play Store,negative,0.9437295198440552,Other
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Commercial Bank of Ethiopia,Google Play Store,negative,0.9983273148536682,Other
OK,5,2025-04-13,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997851252555847,Other
grateful app,5,2025-04-13,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998038411140442,Other
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Commercial Bank of Ethiopia,Google Play Store,positive,0.9974650144577026,Other
everthing wellbeok,3,2025-04-13,Commercial Bank of Ethiopia,Google Play Store,negative,0.7055767178535461,Other
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia,Google Play Store,negative,0.9963226318359375,"Transaction Performance, Feature Requests"
nice app 👌,5,2025-04-12,Commercial Bank of Ethiopia,Google Play Store,positive,0.9996724128723145,Other
why did this app is not screenshot,5,2025-04-12,Commercial Bank of Ethiopia,Google Play Store,negative,0.9989493489265442,Other
it so good app,5,2025-04-12,Commercial Bank of Ethiopia,Google Play Store,positive,0.999868631362915,Other
جميل,5,2025-04-11,Commercial Bank of Ethiopia,Google Play Store,positive,0.9271727204322815,Other
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia,Google Play Store,negative,0.994688868522644,Other
simply for used,4,2025-04-11,Commercial Bank of Ethiopia,Google Play Store,negative,0.9918004870414734,Other
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998539686203003,Other
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia,Google Play Store,negative,0.9934490323066711,Other
good one,5,2025-04-10,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998288154602051,Other
everything is easy thank you cebe,5,2025-04-10,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998396635055542,User Interface & Experience
ፈጣን ቀልጣፋ,5,2025-04-10,Commercial Bank of Ethiopia,Google Play Store,negative,0.7850590348243713,Other
ጎበዝ,5,2025-04-09,Commercial Bank of Ethiopia,Google Play Store,negative,0.697056770324707,Other
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia,Google Play Store,negative,0.9988365769386292,Other
to slow,3,2025-04-09,Commercial Bank of Ethiopia,Google Play Store,negative,0.9994872808456421,Transaction Performance
work on screen shot system,4,2025-04-08,Commercial Bank of Ethiopia,Google Play Store,negative,0.5902693867683411,Other
very very nice aplication,1,2025-04-08,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998292922973633,Other
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia,Google Play Store,positive,0.9996142387390137,User Interface & Experience
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998584985733032,User Interface & Experience
it is Very Useful app 👍,5,2025-04-07,Commercial Bank of Ethiopia,Google Play Store,positive,0.994536280632019,Other
perfect app,5,2025-04-07,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998340606689453,Other
I like it.,5,2025-04-07,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998694658279419,Other
bugs,3,2025-04-07,Commercial Bank of Ethiopia,Google Play Store,negative,0.9988303780555725,User Interface & Experience
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia,Google Play Store,negative,0.6810263991355896,Other
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia,Google Play Store,negative,0.966159999370575,Other
🙏,5,2025-04-06,Commercial Bank of Ethiopia,Google Play Store,negative,0.697056770324707,Other
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play Store,positive,0.672315239906311,Other
the best one,5,2025-04-06,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998371601104736,Other
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia,Google Play Store,negative,0.9967620372772217,Other
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia,Google Play Store,positive,0.9942916631698608,Feature Requests
Good!👍,3,2025-04-05,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998579025268555,Other
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Commercial Bank of Ethiopia,Google Play Store,positive,0.9985142350196838,Transaction Performance
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Commercial Bank of Ethiopia,Google Play Store,negative,0.9551453590393066,User Interface & Experience
easy to use,5,2025-04-05,Commercial Bank of Ethiopia,Google Play Store,positive,0.9988542795181274,User Interface & Experience
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998189806938171,User Interface & Experience
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Commercial Bank of Ethiopia,Google Play Store,negative,0.8819233775138855,Other
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Commercial Bank of Ethiopia,Google Play Store,negative,0.9973511695861816,"Transaction Performance, Feature Requests"
cool ❤,4,2025-04-04,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997991919517517,Other
Best app,5,2025-04-04,Commercial Bank of Ethiopia,Google Play Store,positive,0.999686598777771,Other
best banking App,4,2025-04-03,Commercial Bank of Ethiopia,Google Play Store,positive,0.999736487865448,Other
satisfied,5,2025-04-03,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997212290763855,Other
this app is very necessary app many people found it,5,2025-04-03,Commercial Bank of Ethiopia,Google Play Store,positive,0.9980692267417908,Other
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,Commercial Bank of Ethiopia,Google Play Store,positive,0.989459753036499,Other
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997400641441345,Transaction Performance
perfect,5,2025-04-03,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998517036437988,Other
thankyou,5,2025-04-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998428821563721,Other
I Like it,5,2025-04-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998593330383301,Other
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,Commercial Bank of Ethiopia,Google Play Store,negative,0.9986600875854492,"Account Access Issues, Feature Requests"
smart app,5,2025-04-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.999789297580719,Other
isin ga'a,2,2025-04-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.760728120803833,Other
it's great,5,2025-04-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998691082000732,Other
very good app and stars faction with work,5,2025-04-02,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998588562011719,Other
It is excelent,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998881816864014,Other
Smart,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998456239700317,Other
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.9570208191871643,Other
very interesting app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997968077659607,Other
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9985969662666321,Other
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.9510265588760376,Other
Excellent🙏app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.697056770324707,Other
the most useful,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997223019599915,Other
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9787843823432922,Other
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.9585952758789062,Other
Excellent !!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998651742935181,Other
always we relay on,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9971832633018494,Other
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997507929801941,Other
it's need more improvement like Tellbirr.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.999363124370575,Other
goode app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997406601905823,Other
a very nice app.👍👍👍,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998323917388916,Other
safe easy & fast,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997115731239319,"Transaction Performance, User Interface & Experience"
it's good app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998689889907837,Other
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.9958590865135193,Other
ጥሩ ነው,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.7850590348243713,Other
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.8616330027580261,Other
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.9528433680534363,Other
suitable app,4,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997665286064148,User Interface & Experience
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.9995038509368896,Other
best transaction method of financial,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9995972514152527,Transaction Performance
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9995881915092468,Transaction Performance
It literarily don't work at all,4,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.9995075464248657,Other
good give us plus,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998716115951538,Other
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9895473718643188,Transaction Performance
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,negative,0.9852171540260315,"Transaction Performance, Feature Requests"
Tnc Cbe,5,2025-04-01,Commercial Bank of Ethiopia,Google Play Store,positive,0.9070307016372681,Other
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.9151977300643921,Other
great apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998534917831421,Other
Excellent,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998434782028198,Other
Great app!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998462200164795,Other
CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9966009855270386,Other
very good 👍 👏,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998593330383301,Other
great when it works,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998693466186523,Other
"the app is very good, but why screenshots is impossible?",5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.981265127658844,Other
excellent match application,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998453855514526,Other
The Best app😍😍😍,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998503923416138,Other
excellent app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998356103897095,Other
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9979179501533508,User Interface & Experience
very nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998563528060913,Other
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.9200406670570374,Other
well software,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.999262273311615,Other
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.8832130432128906,Other
CBE very good apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998394250869751,Other
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9992094039916992,Transaction Performance
excellent service,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998576641082764,Other
it's best,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.999842643737793,Other
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.9976195693016052,Transaction Performance
Amazing app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998670816421509,Other
our legitimate bank,4,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9954161643981934,Other
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9952196478843689,Other
very good and safe for me!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998769760131836,Other
it is best bank,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997767806053162,Other
"very good, but sometimes....",4,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997310042381287,Other
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.972727358341217,Other
Why not allowed to pay for fuel?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.9974955916404724,Other
ቆንጆ ነው,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.7850590348243713,Other
Great version,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998726844787598,Other
Good and easy to use,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998656511306763,User Interface & Experience
nice app and fast money transfer,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9994321465492249,Transaction Performance
Really automated...,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.8894490003585815,Other
good App,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998493194580078,Other
bek betam kelal,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.932547926902771,Other
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.8616330027580261,Other
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.9968405961990356,"User Interface & Experience, Feature Requests"
"very good, keep it up",5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998643398284912,Other
there is some issue the process it delay,3,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,negative,0.9957571625709534,Transaction Performance
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997572302818298,Other
interesting,3,2025-03-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998446702957153,Other
simple&fast!!!,5,2025-03-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.9997504353523254,Transaction Performance
it is very good app,5,2025-03-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998699426651001,Other
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.999854326248169,Other
Very God thanks,5,2025-03-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.9993305206298828,Other
The sum is good.,3,2025-03-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998589754104614,Other
best of bests,5,2025-03-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.99969482421875,Other
am happy thank you CBE🫡,5,2025-03-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998605251312256,Other
it's very nice 👍.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play Store,positive,0.9998632669448853,Other
amazing Banks App👌👌,3,2025-06-25,Bank of Abyssinia,Google Play Store,positive,0.9998063445091248,Other
goof,5,2025-06-25,Bank of Abyssinia,Google Play Store,negative,0.9975278973579407,Other
good App fore me,5,2025-06-25,Bank of Abyssinia,Google Play Store,positive,0.9998444318771362,Other
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,Bank of Abyssinia,Google Play Store,negative,0.9995253086090088,Feature Requests
Very nice app,5,2025-06-23,Bank of Abyssinia,Google Play Store,positive,0.9998562335968018,Other
fantastic,5,2025-06-22,Bank of Abyssinia,Google Play Store,positive,0.9998743534088135,Other
business main,5,2025-06-21,Bank of Abyssinia,Google Play Store,positive,0.9951725602149963,Other
👍,4,2025-06-21,Bank of Abyssinia,Google Play Store,negative,0.697056770324707,Other
it's nice to use.,5,2025-06-21,Bank of Abyssinia,Google Play Store,positive,0.999835729598999,Other
app doesn't start,1,2025-06-21,Bank of Abyssinia,Google Play Store,negative,0.9973676800727844,Other
Excellent application,5,2025-06-18,Bank of Abyssinia,Google Play Store,positive,0.9998571872711182,Other
its very bad app its very slow,1,2025-06-17,Bank of Abyssinia,Google Play Store,negative,0.9998086094856262,Transaction Performance
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,Bank of Abyssinia,Google Play Store,negative,0.8337255716323853,Other
good,1,2025-06-15,Bank of Abyssinia,Google Play Store,positive,0.9998161196708679,Other
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa",1,2025-06-15,Bank of Abyssinia,Google Play Store,negative,0.9994043111801147,"Transaction Performance, User Interface & Experience, Feature Requests"
Good job!,5,2025-06-13,Bank of Abyssinia,Google Play Store,positive,0.9998481273651123,Other
best financial app.,5,2025-06-12,Bank of Abyssinia,Google Play Store,positive,0.9997761845588684,Other
ቆንጆ ነው በርቱ,5,2025-06-11,Bank of Abyssinia,Google Play Store,negative,0.8337255716323853,Other
the worst app humans ever created,1,2025-06-09,Bank of Abyssinia,Google Play Store,negative,0.9998008608818054,Other
it's not working,3,2025-06-05,Bank of Abyssinia,Google Play Store,negative,0.9997857213020325,Other
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play Store,negative,0.9994151592254639,"Account Access Issues, User Interface & Experience, Feature Requests"
exceptional,5,2025-06-03,Bank of Abyssinia,Google Play Store,positive,0.9998514652252197,Other
BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play Store,positive,0.9984728693962097,Other
this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play Store,negative,0.9934743046760559,Other
BoA system is confartable,5,2025-06-01,Bank of Abyssinia,Google Play Store,negative,0.9980142116546631,Other
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play Store,negative,0.9998049139976501,Other
Good service.,3,2025-05-25,Bank of Abyssinia,Google Play Store,positive,0.9998533725738525,Other
the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play Store,negative,0.998525083065033,Other
